8.5612,1.4646,5.6594,-2.7418,-25.9170,-27.2299,-10.1990,0.8915,15.8927
8.6004,1.4352,5.6113,-2.7318,-25.9837,-27.1685,-10.1660,0.8550,15.8793
8.6230,1.4901,5.6005,-2.6548,-26.0352,-27.1919,-10.1584,0.8277,15.8669
8.6014,1.5686,5.6800,-2.4841,-26.1207,-27.1251,-10.1765,0.7975,15.8829
8.5494,1.5176,5.7300,-2.4061,-26.1944,-27.0771,-10.1581,0.7530,15.9100
8.5435,1.4656,5.7261,-2.3043,-26.2392,-27.0237,-10.1113,0.7124,15.9042
8.5161,1.5304,5.6770,-2.0806,-26.3803,-26.9415,-10.1084,0.6903,15.8949
8.3826,1.6236,5.5662,-1.8258,-26.6135,-26.8770,-10.1250,0.6667,15.9002
8.2424,1.6677,5.4828,-1.5782,-26.6654,-26.7972,-10.1441,0.6366,15.9023
8.0972,1.6461,5.4583,-1.3176,-26.6903,-26.7479,-10.1624,0.6141,15.9018
7.9373,1.6128,5.4661,-1.0092,-26.8286,-26.6790,-10.1666,0.6268,15.8915
7.8382,1.6491,5.4799,-0.7349,-26.8618,-26.6561,-10.1690,0.6295,15.8986
7.7705,1.6785,5.5515,-0.4830,-26.9153,-26.6882,-10.1685,0.6089,15.9146
